trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
554,False,"{'a': 0.9, 'e': 0.035649788373669215}",35,14,36.51159537881608,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.9, 'e': 0.0354358896434272}",25,8,34.10698553488593,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.9, 'e': 0.03522327430556663}",20,7,26.452720846664498,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.9, 'e': 0.035011934659733235}",20,13,15.205472228867793,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.9, 'e': 0.03480186305177484}",30,16,24.16708547905751,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.9, 'e': 0.03459305187346419}",20,0,17.00979654229143,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
560,False,"{'a': 0.9, 'e': 0.0343854935622234}",20,8,21.26286754224877,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.9, 'e': 0.03417918060085006}",30,8,35.12404852132123,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.9, 'e': 0.03397410551724496}",25,20,7.589946116543767,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.9, 'e': 0.03377026088414149}",30,20,16.33904087418076,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.9, 'e': 0.03356763931883664}",25,19,9.67319218565199,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.9, 'e': 0.03336623348292362}",25,11,27.12001362680801,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.9, 'e': 0.03316603608202608}",20,12,19.16613128708245,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.9, 'e': 0.032967039865533926}",25,15,4.664348089225964,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
568,False,"{'a': 0.9, 'e': 0.03276923762634072}",30,15,22.101388851143852,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.9, 'e': 0.03257262220058268}",25,17,15.139136136457255,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.9, 'e': 0.03237718646737918}",25,16,18.795398694930984,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.9, 'e': 0.03218292334857491}",20,11,18.024251617963014,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.9, 'e': 0.03198982580848345}",25,11,25.731187112579615,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.9, 'e': 0.03179788685363255}",20,16,5.6455583052847835,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.9, 'e': 0.03160709953251076}",20,16,9.243300872297198,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.9, 'e': 0.031417456935315696}",20,11,17.782361236094896,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.9, 'e': 0.0312289521937038}",20,3,33.8007136136623,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.9, 'e': 0.031041578480541576}",20,7,12.656310680934894,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
578,False,"{'a': 0.9, 'e': 0.030855329009658327}",25,15,19.6380678321421,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.9, 'e': 0.030670197035600377}",25,14,19.220950773918165,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.9, 'e': 0.030486175853386775}",20,1,28.23992713815014,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.9, 'e': 0.030303258798266453}",20,8,21.91213336122534,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.9, 'e': 0.030121439245476854}",20,0,28.901777787351385,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
583,False,"{'a': 0.9, 'e': 0.029940710610003994}",20,8,-18.197793036590618,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
584,False,"{'a': 0.9, 'e': 0.02976106634634397}",30,0,-8.00196914018275,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
585,False,"{'a': 0.9, 'e': 0.029582499948265905}",20,6,-0.4116493122503577,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
586,False,"{'a': 0.9, 'e': 0.02940500494857631}",20,13,13.157029894212783,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.9, 'e': 0.02922857491888485}",20,5,27.484079515500383,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.9, 'e': 0.02905320346937154}",25,13,23.784200975128122,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.9, 'e': 0.028878884248555312}",25,6,38.15860549877308,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.9, 'e': 0.02870561094306398}",20,13,15.436734385331718,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.9, 'e': 0.028533377277405597}",25,17,13.59215076002833,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.9, 'e': 0.028362177013741163}",20,0,18.667312355212466,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
593,False,"{'a': 0.9, 'e': 0.028192003951658714}",30,13,30.93375209015386,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.9, 'e': 0.028022851927948764}",20,6,3.386439780706444,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
595,False,"{'a': 0.9, 'e': 0.02785471481638107}",25,19,14.623684746626239,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.9, 'e': 0.027687586527482783}",25,3,32.711714232849864,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.9, 'e': 0.02752146100831789}",20,14,10.187709821717526,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.9, 'e': 0.02735633224226798}",20,15,9.842112291433319,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.9, 'e': 0.02719219424881437}",30,13,33.53488724545585,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.9, 'e': 0.027029041083321485}",20,0,-28.174163635043552,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
601,False,"{'a': 0.9, 'e': 0.026866866836821556}",30,18,24.323126725257957,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.9, 'e': 0.026705665635800627}",25,15,19.3232761437309,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.9, 'e': 0.026545431641985823}",25,13,13.53053761584893,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
604,False,"{'a': 0.9, 'e': 0.026386159052133908}",20,13,13.124634602086767,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.9, 'e': 0.026227842097821103}",25,6,7.1047773740126825,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
606,False,"{'a': 0.9, 'e': 0.026070475045234177}",25,15,17.463571983121923,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.9, 'e': 0.02591405219496277}",35,20,28.79321836736802,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.9, 'e': 0.025758567881792996}",20,8,24.176840457840367,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.9, 'e': 0.025604016474502236}",20,6,22.530449507842576,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.9, 'e': 0.025450392375655224}",20,8,8.488649264047286,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
611,False,"{'a': 0.9, 'e': 0.02529769002140129}",30,12,31.274464213097716,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.9, 'e': 0.025145903881272885}",20,7,24.754029270028493,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.9, 'e': 0.024995028457985246}",20,8,21.044221220352778,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.9, 'e': 0.024845058287237334}",20,3,16.991972757565012,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
615,False,"{'a': 0.9, 'e': 0.02469598793751391}",20,11,20.010249233392084,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.9, 'e': 0.024547812009888828}",25,11,25.264289180281796,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.9, 'e': 0.024400525137829494}",20,14,11.056059274533897,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.9, 'e': 0.024254121987002518}",25,12,27.533636837623728,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.9, 'e': 0.0241085972550805}",20,5,27.39483431294328,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.9, 'e': 0.023963945671550017}",30,13,36.42517970606192,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.9, 'e': 0.023820161997520718}",20,10,21.185250707682453,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.9, 'e': 0.023677241025535593}",20,16,9.170553448664116,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.9, 'e': 0.02353517757938238}",20,10,-24.174318153195774,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
624,False,"{'a': 0.9, 'e': 0.023393966513906087}",25,8,33.07096587789403,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.9, 'e': 0.02325360271482265}",25,10,24.173768490410687,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.9, 'e': 0.023114081098533714}",20,13,15.814733421369239,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.9, 'e': 0.022975396611942513}",25,16,4.60562391572979,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
628,False,"{'a': 0.9, 'e': 0.022837544232270857}",20,9,21.930810220567054,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.9, 'e': 0.02270051896687723}",30,13,26.658278070551447,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.9, 'e': 0.022564315853075965}",20,6,19.819986715470822,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.9, 'e': 0.022428929957957512}",25,10,24.622978858863934,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.9, 'e': 0.022294356378209767}",25,18,11.617595303043633,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.9, 'e': 0.022160590239940506}",20,11,17.455450917619455,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.9, 'e': 0.022027626698500863}",20,16,5.0733464476212315,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.9, 'e': 0.02189546093830986}",30,15,26.26497186673383,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.9, 'e': 0.02176408817268}",20,12,15.16991833323548,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.9, 'e': 0.021633503643643918}",20,6,26.7968334604425,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.9, 'e': 0.021503702621782056}",30,8,34.74954858453161,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.9, 'e': 0.021374680406051363}",35,23,21.48514924457219,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.9, 'e': 0.021246432323615054}",20,15,4.920056229355697,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.9, 'e': 0.021118953729673366}",20,7,22.733626319256373,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.9, 'e': 0.020992240007295323}",20,12,14.709595805932278,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.9, 'e': 0.020866286567251553}",25,18,15.97984041469979,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.9, 'e': 0.020741088847848043}",20,14,10.97685088318982,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.9, 'e': 0.020616642314760954}",20,12,16.114115849959305,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.9, 'e': 0.02049294246087239}",25,18,13.187331771953875,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.9, 'e': 0.020369984806107154}",20,13,12.116205580471467,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.9, 'e': 0.020247764897270513}",20,13,13.642508225502556,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.9, 'e': 0.020126278307886887}",20,13,13.879854502082303,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.9, 'e': 0.020005520638039568}",30,14,32.92126555149435,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.9, 'e': 0.01988548751421133}",20,15,11.492014982307852,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.9, 'e': 0.01976617458912606}",25,1,30.791482806445032,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.9, 'e': 0.019647577541591306}",30,14,31.646694296405343,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.9, 'e': 0.019529692076341757}",25,2,39.46381380654082,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.9, 'e': 0.019412513923883705}",20,2,26.70072551774377,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.9, 'e': 0.019296038840340403}",25,16,18.602108880517147,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.9, 'e': 0.01918026260729836}",20,11,15.59745716698264,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.9, 'e': 0.019065181031654572}",20,14,9.447203538413488,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.9, 'e': 0.018950789945464643}",30,11,33.59987322778791,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.9, 'e': 0.018837085205791856}",25,20,8.611174990732728,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.9, 'e': 0.018724062694557102}",25,15,18.96059350984698,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.9, 'e': 0.018611718318389762}",25,17,15.220029365144663,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.9, 'e': 0.018500048008479424}",25,11,26.125917660700477,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.9, 'e': 0.018389047720428545}",20,14,-32.11174048431651,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
665,False,"{'a': 0.9, 'e': 0.018278713434105975}",30,9,41.80448788760925,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.9, 'e': 0.018169041153501337}",20,16,8.568798412396603,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.9, 'e': 0.01806002690658033}",25,3,34.60400218371379,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.9, 'e': 0.01795166674514085}",25,14,21.940923946425148,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.9, 'e': 0.017843956744670004}",20,9,18.18636529396954,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.9, 'e': 0.017736893004201983}",25,11,25.76521193423543,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.9, 'e': 0.01763047164617677}",25,15,15.838308315837738,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.9, 'e': 0.017524688816299712}",25,11,16.453592082493266,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
673,False,"{'a': 0.9, 'e': 0.017419540683401912}",25,13,22.038461567656977,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.9, 'e': 0.0173150234393015}",30,21,15.640249680423034,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.9, 'e': 0.017211133298665693}",25,15,16.378398503627995,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.9, 'e': 0.0171078664988737}",20,14,13.175431837339993,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.9, 'e': 0.017005219299880456}",20,1,-14.545014510588674,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
678,False,"{'a': 0.9, 'e': 0.01690318798408117}",20,14,10.196005271406296,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.9, 'e': 0.016801768856176683}",20,8,22.170298371691572,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.9, 'e': 0.016700958243039625}",25,18,11.395446471196385,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.9, 'e': 0.016600752493581387}",20,4,30.707456468012584,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.9, 'e': 0.016501147978619898}",30,16,23.435564365752946,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.9, 'e': 0.01640214109074818}",25,17,19.548490690829077,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.9, 'e': 0.01630372824420369}",25,14,18.474766764893296,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.9, 'e': 0.01620590587473847}",30,8,39.603825702216035,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.9, 'e': 0.016108670439490037}",25,12,24.525673111657348,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.9, 'e': 0.016012018416853097}",25,14,12.048782049189798,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
688,False,"{'a': 0.9, 'e': 0.01591594630635198}",25,19,11.192251231591735,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.9, 'e': 0.015820450628513866}",20,14,-10.242827675679623,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
690,False,"{'a': 0.9, 'e': 0.015725527924742782}",25,16,14.857096898493127,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.9, 'e': 0.015631174757194326}",25,17,14.490709633891147,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.9, 'e': 0.01553738770865116}",25,14,8.058620858377061,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
693,False,"{'a': 0.9, 'e': 0.015444163382399253}",25,14,18.737123317073046,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.9, 'e': 0.015351498402104858}",25,10,28.75131729462578,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.9, 'e': 0.015259389411692227}",20,8,23.448044349351704,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.9, 'e': 0.015167833075222074}",25,20,9.532991858721523,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.9, 'e': 0.015076826076770742}",20,14,8.727493398732367,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.9, 'e': 0.014986365120310118}",25,0,40.21193238364323,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
699,False,"{'a': 0.9, 'e': 0.014896446929588256}",20,5,23.359056819382207,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.9, 'e': 0.014807068248010726}",25,15,15.695045512368084,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.9, 'e': 0.014718225838522662}",35,23,-1.0127007635152556,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
702,False,"{'a': 0.9, 'e': 0.014629916483491526}",25,0,40.48802627282685,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
703,False,"{'a': 0.9, 'e': 0.014542136984590578}",25,11,25.732852166420376,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.9, 'e': 0.014454884162683033}",25,17,14.492452583490913,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.9, 'e': 0.014368154857706936}",25,20,11.569607673344466,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.9, 'e': 0.014281945928560694}",20,6,23.084060647768126,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.9, 'e': 0.01419625425298933}",25,15,19.872680068457797,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.9, 'e': 0.014111076727471394}",25,18,13.41404192910211,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.9, 'e': 0.014026410267106566}",20,3,29.964291576863534,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.9, 'e': 0.013942251805503925}",30,7,37.88838053207654,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.9, 'e': 0.013858598294670902}",20,8,20.213574672831395,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.9, 'e': 0.013775446704902876}",30,15,26.288573088594873,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.9, 'e': 0.013692794024673459}",20,12,14.56823050504255,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.9, 'e': 0.013610637260525419}",30,11,28.21339707357611,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.9, 'e': 0.013528973436962266}",25,15,18.071037866979395,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.9, 'e': 0.013447799596340492}",20,0,35.443368061542344,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
717,False,"{'a': 0.9, 'e': 0.013367112798762449}",25,12,28.141348314399508,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.9, 'e': 0.013286910121969874}",25,15,22.13632762711171,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.9, 'e': 0.013207188661238056}",25,17,13.642108785568677,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.9, 'e': 0.013127945529270626}",25,17,16.20444904165892,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.9, 'e': 0.013049177856095003}",25,18,14.651097024222995,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.9, 'e': 0.012970882788958433}",20,3,30.63426978010542,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.9, 'e': 0.012893057492224682}",30,13,28.435689194309106,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.9, 'e': 0.012815699147271334}",20,3,32.02593679617378,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.9, 'e': 0.012738804952387706}",25,19,13.647336194647183,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.9, 'e': 0.01266237212267338}",25,16,21.366098348936504,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.9, 'e': 0.012586397889937338}",30,18,24.881314338130142,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.9, 'e': 0.012510879502597714}",25,15,19.338197001856535,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.9, 'e': 0.01243581422558213}",20,11,20.21968711728445,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.9, 'e': 0.012361199340228635}",25,14,20.463338549159324,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.9, 'e': 0.012287032144187264}",30,15,25.788882503413753,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.9, 'e': 0.01221330995132214}",30,16,25.174492501282188,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.9, 'e': 0.012140030091614207}",35,23,22.883080479063675,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.9, 'e': 0.012067189911064521}",20,7,20.808927153595032,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.9, 'e': 0.011994786771598135}",25,17,12.301925106800097,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.9, 'e': 0.011922818050968545}",20,5,19.98256135456484,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.9, 'e': 0.011851281142662734}",20,16,7.734613663560657,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.9, 'e': 0.011780173455806758}",20,11,12.248264211536284,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.9, 'e': 0.011709492415071918}",20,8,25.114662127226204,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
